  492.38   -702.86   -398.56     61.51
 -207.42    133.26    919.03   -390.75
 -913.24   -628.77    422.64   -414.13
  300.18    -70.29    192.74   -902.46
  329.93   -886.68     89.19     -0.72
  531.38   -605.91    688.86    950.28
  670.53    771.80    -76.03     40.16
  187.53   -626.59    900.32   -305.91
  774.78   -436.94   -436.14   -542.48
   -6.11    508.18   -363.92    216.17
  -61.11    883.26    553.16   -575.42
 -201.38   -808.14     20.80    996.74
  579.82     48.73    235.92   -345.47
  222.72    687.70   -171.30   -264.79
 -125.50    947.42    142.55    726.47
 -818.74     35.69    596.77    127.77
  118.01    484.62   -433.97    629.19
 -903.99   -117.43    462.76   -945.72
 -129.11    205.35   -477.02   -969.35
 -880.01    867.53    173.17    -67.60
  465.95    976.66    794.94   -718.96
 -805.81    696.56    206.64    496.45
  944.95   -887.74    245.13    657.13
 -743.32    538.23   -542.02   -240.82
  995.27    822.54    106.10   -144.26
 -575.41   -126.35    428.18   -586.01
  -42.82    372.74   -566.52   -755.77
 -530.91   -566.54    365.74   -564.42
  471.74   -167.99   -578.84   -124.27
  403.83    354.74    304.58    136.71
 -160.20    796.28    773.27   -223.07
 -492.91    190.50    443.88   -560.99
  662.36    967.63   -171.77    516.32
  597.95    904.70    815.15    615.54
  832.63    973.11    630.16   -439.43
 -113.21    485.48    681.85    263.02
 -549.91   -694.29    643.02    427.02
  220.49    309.63    616.86    761.45
 -273.18   -229.65    302.73   -860.12
 -957.50    890.81   -296.90    -21.05
  456.51    317.68   -897.32     -1.80
 -111.71   -855.42    802.69   -520.28
  116.36    648.51   -592.22    163.24
 -263.64    802.98   -660.17    992.79
  172.25    471.69   -307.42   -926.92
 -964.88    111.41   -457.16   -600.52
  657.44    798.23   -601.49   -807.62
 -274.01   -559.30    590.59    997.39
 -404.80   -845.49    105.83   -895.00
 -916.88    -52.86   -391.33    298.59
  335.57     97.37    215.39    457.29
 -310.22    913.31    960.63   -879.98
 -623.37    913.85    835.61    760.01
  372.08    -97.52   -220.47    223.78
 -259.41    888.47   -930.03    556.46
 -589.95    359.48    185.17    265.15
 -524.99   -979.16   -599.66    -35.17
 -153.49   -209.29   -867.65   -693.82
 -650.60   -423.61    361.42    102.49
 -785.93    156.29   -664.64    652.63
  317.68   -647.01    201.65   -599.97
  500.51    606.93   -785.90   -727.89
 -183.44   -953.59   -274.11   -687.07
 -327.16   -801.42    307.15   -448.85
  470.40   -402.71   -984.84    438.57
 -419.52    717.51   -903.01   -350.82
 -727.29    902.52   -781.25    546.51
  557.67    248.63    692.89    207.00
 -185.38    773.78   -885.91    529.70
  545.63    619.99    316.53   -332.25
  630.76    526.11    629.55    784.62
   54.61    356.11   -964.15    968.14
 -767.39     79.31     25.65   -971.97
 -213.71   -726.86    692.39    857.65
 -100.06    -45.08    -70.16   -941.85
 -763.31   -651.59   -532.58   -396.35
 -199.62     51.70    -79.74    468.12
 -899.93    997.47     32.11   -659.78
  507.61   -417.68   -146.20   -180.41
  793.95
